
	D1_06_M HD Pneumonie, Alter >84, Mortalität // DP pneumonie, âge >84, mortalité // DP polmonite, età >84, mortalità
	BAG/OFSP/UFSP - CH-IQI Version V5-2 - Daten 2019 - 21. April 2021

	Jahr	DeathCH	CasesCH	pCH	
	2008	456	3211	14.20118	
	2009	470	3445	13.64296	
	2010	485	3745	12.9506	
	2011	520	3913	13.28904	
	2012	498	4238	11.75083	
	2013	504	4662	10.81081	
	2014	529	4621	11.44774	
	2015	645	5807	11.10728	
	2016	635	5365	11.83597	
	2017	662	6131	10.79759	
	2018	640	6324	10.12018	
	2019	702	6446	10.89047	
